motivo;n_acta;fecha_visita;fecha_ingreso;n_inscripcion;zona;barrio  ;local_const;condicion_p_p_d;techos_puert_ilumi_venti ;instal_sanita ;edificios_instal;capacidad_dis_fun_equi_uten;superf_con_alime;equip_utens;estado_salud ;recon_medic;pract_higie_dota ;capaci_mani_higie_alim;pers_mani_aliment;control_mat_pri;preven_contam;mane_temp;condi_almac;req_higien;sumin_agua_pot;resid_liqui;resid_soli;control_plag;limpie_des_area;soport_doc_sanea;saneamiento;p_cumplimiento
PROGRAMACION;179;25/11/2020;13/12/2020;1575946455001;URBANA;CENTRO;1;1;1;2;7;2;2;12;1;0;1;0;7;1;2;1;1;17;1;2;2;2;1;0;24;0
PROGRAMACION;180;25/11/2020;13/12/2020;1575946371430;URBANA;LOMITAS;1;1;2;2;8;1;2;9,5;1;0;1;0;7;1;2;2;1;17;1;2;1;2;1;0;22;0
SEGUIMIENTO;181;9/12/2020;28/12/2020;1575919214369;URBANA;OLAYA HERRERA;2;1;2;2;9;2;2;12;1;2;1;0;9;2;2;2;1;23;1;2;2;2;2;0;27,5;0
PROGRAMACION;182;12/12/2020;28/12/2020;1575974083393;URBANA;DIVINO NI¥O;1;2;1;0;4;1;2;9,5;1;0;1;0;7;1;2;2;2;22,5;1;2;2;2;2;0;27,5;0
PROGRAMACION;183;1/12/2020;28/12/2020;157591057596336;URBANA;CENTRO;1;2;1;1;6;1;2;9,5;2;2;1;0;12,5;1;2;1;2;19;1;2;1;2;1;0;22;0
PROGRAMACION;184;1/12/2020;28/12/2020;157591014252546;URBANA;CAMPO AMOR;1;1;1;1;5;1;2;9,5;1;0;1;2;11;1;2;2;1;20,5;1;2;1;2;2;0;25,5;0
PROGRAMACION;185;4/11/2020;28/12/2020;157591002413961;URBANA;SANTA MARTHA;2;2;1;1;7;2;2;12;1;0;1;0;7;1;2;2;2;22,5;1;2;1;2;1;0;22;0
PROGRAMACION;186;10/12/2020;28/12/2020;1575969030964;URBANA;OLAYA HERRERA;1;1;1;1;5;1;2;9,5;1;0;1;0;7;1;2;1;1;17;1;2;1;2;1;0;22;0
PROGRAMACION;187;14/12/2020;28/12/2020;1575974082793;URBANA;VENECIA;1;2;1;2;8;1;2;9,5;1;0;1;2;11;1;2;2;0;18,5;1;2;2;2;1;0;24;0
PROGRAMACION;188;10/12/2020;28/12/2020;157591057583575;URBANA;ALCARAVANES;1;1;1;1;5;2;2;12;1;0;1;0;7;1;2;2;1;20,5;1;2;1;2;1;0;22;0
