motivo;n_acta;fecha_visita;fecha_ingreso;n_inscripcion;zona;barrio  ;local_const;condicion_p_p_d;techos_puert_ilumi_venti ;instal_sanita ;instal_sanita2;edificios_instal;capacidad_dis_fun_equi_uten;superf_con_alime;equip_utens;estado_salud ;recon_medic;pract_higie_dota ;capaci_mani_higie_alim;pers_mani_aliment;sumin_agua_pot;resid_soli;resid_liqui;control_plag;limpie_des_area;soport_doc_sanea;saneamiento;condi_almac;manejo_pro_refri;manejo_pro_ambiente;almac_comerc;proce_req_legal;requi_legales;p_cumplimiento
PROGRAMACION;239;8/06/2020;2/07/2020;NO PRESENTA;URBANA;GUSTAVO JIMENEZ;2;2;2;2;2;10;2;2;12;2;0;1;0;9;2;2;2;2;2;0;24;2;2;2;25;2;5;85
PROGRAMACION;240;8/06/2020;2/07/2020;NO PRESENTA;URBANA;GUSTAVO JIMENEZ;2;1;2;2;1;8,25;2;2;12;2;2;2;2;20;2;2;2;2;2;0;24;1;2;1;17;2;5;86,25
PROGRAMACION;241;8/06/2020;2/07/2020;1,58E+12;URBANA;FUNDECENTRO;2;2;2;2;2;10;2;2;12;2;0;2;0;12;2;2;2;2;2;0;24;2;2;1;21;2;5;84
PROGRAMACION;242;17/06/2020;10/07/2020;1,58E+12;URBANA;MONQUIRA;2;2;2;2;1;9;2;2;12;2;0;2;0;12;2;2;2;2;2;0;24;2;2;2;25;2;5;87
PROGRAMACION;243;22/06/2020;10/07/2020;NO PRESENTA;URBANA;MILAGRO Y PLAYITA;2;2;2;2;2;10;2;1;9;1;0;2;2;14;1;2;2;2;2;0;21,5;2;2;2;25;2;5;84,5
PROGRAMACION;244;22/06/2020;10/07/2020;1,58E+12;URBANA;SEGUNDA CHORRERA;2;1;1;2;2;8,5;2;2;12;1;1;2;1;13;1;2;2;2;2;0;21,5;2;2;2;25;2;5;85
SEGUIMIENTO;245;14/06/2020;10/07/2020;1,58E+12;URBANA;LA FLORIDA;2;2;2;2;2;10;2;2;12;2;2;2;1;17,5;2;2;2;2;2;0;24;2;2;2;25;2;5;93,5
PROGRAMACION;246;18/06/2020;10/07/2020;1,58E+12;URBANA;EL BOSQUE;2;1;1;1;2;7;2;2;12;2;1;2;1;16;2;2;1;2;1;0;19,75;2;2;2;25;2;5;84,75
PROGRAMACION;247;17/06/2020;10/07/2020;1,58E+12;URBANA;EL BOSQUE;2;2;2;1;2;8,5;2;2;12;2;1;2;1;16;2;2;1;2;2;0;22,75;2;2;2;25;2;5;89,25
PROGRAMACION;248;17/06/2020;10/07/2020;1,58E+12;URBANA;ARRAYANES;2;2;2;2;2;10;2;2;12;2;1;2;1;16;2;2;2;2;1;0;21;2;2;2;25;2;5;89
PROGRAMACION;249;17/06/2020;10/07/2020;1,58E+12;URBANA;UNIVERSITARIO;2;2;1;2;2;9,25;2;2;12;2;1;2;2;18,5;2;2;1;2;1;1;21,75;1;2;2;21;2;5;87,5
PROGRAMACION;250;16/06/2020;10/07/2020;1,58E+14;URBANA;UNIVERSITARIO;2;2;2;2;2;10;2;1;9;2;2;2;2;20;2;2;2;2;2;1;26;1;2;2;21;2;5;91
PROGRAMACION;251;16/06/2020;10/07/2020;1,58E+12;URBANA;ARRAYANES;2;2;2;1;2;8,5;2;2;12;2;1;2;2;18,5;2;2;1;2;2;0;22,75;2;2;2;25;2;5;91,75
PROGRAMACION;252;16/06/2020;2/07/2020;1,58E+12;URBANA;SANTA CATALINA;2;2;2;2;2;10;2;2;12;2;2;2;2;20;2;2;1;2;2;1;24,75;2;2;2;25;2;5;96,75
PROGRAMACION;253;4/06/2020;2/07/2020;1,58E+12;URBANA;EL ROSARIO;2;2;1;2;2;9,25;2;2;12;2;1;2;2;18,5;2;2;1;2;2;1;24,75;2;2;2;25;2;5;94,5
PROGRAMACION;254;4/06/2020;2/07/2020;1,58E+12;URBANA;EL ROSARIO;2;2;2;2;2;10;2;2;12;2;1;2;2;18,5;2;2;2;2;2;1;26;2;2;2;25;2;5;96,5
PROGRAMACION;255;20/06/2020;2/07/2020;1,58E+12;URBANA;COLOMBIA;2;1;2;1;2;7,75;1;2;9;2;1;1;1;13;1;2;1;2;2;0;20,5;2;1;2;20,5;2;5;75,75
PROGRAMACION;256;19/06/2020;5/07/2020;1,58E+14;URBANA;GUSTAVO JIMENEZ;2;1;2;1;2;7,75;2;2;12;2;0;1;0;9;1;2;2;2;2;0;21,5;2;2;2;25;2;5;80,25
PROGRAMACION;257;25/06/2020;17/07/2020;1,58E+12;URBANA;SIMON BOLIVAR;2;2;2;2;2;10;2;2;12;2;2;2;2;20;2;2;2;2;2;0;24;2;2;1;21;1;2,5;89,5
PROGRAMACION;258;25/06/2020;17/07/2020;1,58E+12;URBANA;SANTA CATALINA;2;2;2;2;2;10;2;2;12;2;2;2;1;17,5;2;2;2;2;1;0;21;2;2;2;25;2;5;90,5
SEGUIMIENTO;259;24/06/2020;17/07/2020;1,58E+12;URBANA;LA SIERRA;2;2;1;1;2;7,75;2;2;12;1;0;2;2;14;2;2;2;2;2;0;24;2;2;1;21;1;2,5;81,25
SEGUIMIENTO;260;27/06/2020;18/07/2020;1,58E+12;URBANA;ARRAYANES;2;2;2;1;2;8,5;2;2;12;2;0;1;0;9;2;2;1;2;2;0;22,75;2;2;2;25;2;5;82,25
SEGUIMIENTO;261;27/06/2020;18/07/2020;1,58E+12;URBANA;UNIVERSITARIO;2;2;2;2;2;10;2;2;12;2;2;1;2;17;1;2;1;2;2;0;20,25;1;2;2;21;2;5;85,25
PROGRAMACION;262;26/06/2020;18/07/2020;1,58E+12;URBANA;VALDEZ TAVERA;2;2;2;1;2;8,5;2;2;12;2;1;1;2;15,5;1;2;1;2;2;0;20,25;2;2;2;25;2;5;86,25
PROGRAMACION;263;26/06/2020;18/07/2020;1,58E+12;URBANA;VALDEZ TAVERA;2;2;2;1;2;8,5;2;2;12;2;1;1;1;13;1;2;1;2;2;0;20,25;1;2;2;17;2;5;75,75
PROGRAMACION;264;25/06/2020;18/07/2020;1,58E+12;URBANA;SANTA INES;2;1;2;1;2;7,75;2;2;12;2;0;1;0;9;1;2;1;2;2;0;20,25;1;2;2;25;2;5;79,25
PROGRAMACION;265;25/06/2020;18/07/2020;1,58E+12;URBANA;SANTA INES;2;1;2;2;2;9,25;1;2;9;2;0;1;0;9;1;2;2;2;2;0;21,5;2;2;2;25;2;5;78,5
PROGRAMACION;266;23/06/2020;18/07/2020;1,58E+12;URBANA;SANTA INES;2;2;2;2;2;10;2;2;12;2;0;1;0;9;1;2;1;2;2;0;20,25;2;2;2;25;2;5;81,25
PROGRAMACION;267;23/06/2020;18/07/2020;1,58E+12;URBANA;SANTA INES;2;2;2;2;2;10;2;2;12;2;0;1;0;9;1;2;2;2;2;0;21,5;1;2;2;21;2;5;78,5
PROGRAMACION;268;20/06/2020;18/07/2020;1,58E+12;URBANA;CHAPINERO ALTO;2;2;2;2;2;10;2;2;12;2;2;2;2;20;2;2;1;2;2;0;22,75;1;2;2;21;2;5;90,75
PROGRAMACION;269;18/06/2020;5/07/2020;1,58E+12;URBANA;CIUDAD VERDE;2;1;2;2;2;9,25;2;2;12;2;2;2;2;20;2;2;2;2;2;0;24;2;2;2;25;2;5;95,25
PROGRAMACION;270;19/06/2020;10/07/2020;1,58E+12;URBANA;20 DE JULIO;2;2;2;2;2;10;2;2;12;2;0;2;0;12;2;2;2;2;2;0;24;2;2;2;25;2;5;88
PROGRAMACION;271;20/06/2020;15/07/2020;1,58E+12;URBANA;CHAPINERO ALTO;2;2;2;2;2;10;2;2;12;2;2;2;2;20;2;2;2;2;2;1;26;1;2;2;21;2;5;94
PROGRAMACION;272;24/06/2020;15/07/2020;1,58E+12;URBANA;NO PRESENTA;2;1;2;1;1;6,75;2;2;12;2;0;2;0;12;2;2;1;2;1;0;19,75;2;2;2;25;2;5;80,5
PROGRAMACION;273;24/06/2020;15/07/2020;1,58E+17;URBANA;MONQUIRA;2;1;2;1;2;7,75;2;2;12;2;0;1;0;9;2;2;1;2;2;0;22,75;2;2;2;25;2;5;81,5
PROGRAMACION;274;23/06/2020;15/07/2020;1,58E+12;URBANA;MONQUIRA;2;1;2;2;0;7,25;2;2;12;2;0;2;0;12;2;2;2;2;0;0;18;2;2;2;25;2;5;79,25
PROGRAMACION;275;23/06/2020;15/07/2020;1,58E+12;URBANA;MONQUIRA;2;1;2;1;1;6;2;2;12;2;0;2;0;12;2;2;2;2;2;0;24;2;2;2;25;2;5;84
PROGRAMACION;276;23/06/2020;15/07/2020;1,58E+12;URBANA;MONQUIRA;2;2;2;2;2;10;2;2;12;2;0;2;0;12;2;2;1;2;2;0;22,75;0;2;2;17;2;5;78,75
PROGRAMACION;277;17/06/2020;15/07/2020;46352423;URBANA;MONQUIRA;2;2;2;1;2;8,5;2;2;12;2;0;2;0;12;2;2;2;2;2;0;24;2;2;2;25;2;5;86,5
PROGRAMACION;278;30/06/2020;15/07/2020;1,58E+12;URBANA;MONQUIRA;2;1;1;1;1;5,95;2;2;12;2;0;1;0;9;2;2;1;2;0;0;16,75;1;2;2;21;2;5;69,7
PROGRAMACION;279;30/06/2020;15/07/2020;1,58E+14;URBANA;UNIVERSITARIO;2;1;2;1;2;7,75;2;2;12;2;0;1;0;9;2;2;2;2;2;0;24;1;2;2;21;2;5;78,75
PROGRAMACION;280;28/05/2020;28/06/2020;1,58E+12;URBANA;SANTA INES;2;2;1;1;2;8,5;2;2;12;2;1;2;1;16;2;2;2;2;1;0;21;2;2;2;25;2;5;87,5
PROGRAMACION;281;27/06/2020;17/07/2020;1,58E+12;URBANA;EL ROSARIO;2;2;2;1;2;8,5;2;2;12;2;0;2;0;12;2;2;2;2;2;0;24;1;2;2;21;2;5;82,5
PROGRAMACION;282;24/06/2020;17/07/2020;1,58E+12;URBANA;LA SIERRA;2;1;2;2;2;9,25;2;2;12;2;2;2;2;20;2;2;1;2;2;0;22,75;2;2;2;25;2;5;94
PROGRAMACION;283;23/06/2020;17/07/2020;1,58E+14;URBANA;SUGAMUXI;2;2;2;1;2;8,5;2;2;12;2;1;2;0;13,5;2;2;2;2;2;0;24;1;2;2;21;2;5;84
PROGRAMACION;284;23/06/2020;17/07/2020;1,58E+12;URBANA;SUGAMUXI;2;2;2;0;2;7;2;2;12;2;0;2;0;12;2;2;2;2;1;0;21;1;2;2;17;2;5;74
PROGRAMACION;285;23/06/2020;17/07/2020;1,58E+12;URBANA;SUGAMUXI;2;2;2;1;2;8,5;2;2;12;2;0;2;0;12;2;2;2;2;2;0;24;2;2;2;25;2;5;86,5
PROGRAMACION;286;17/06/2020;17/07/2020;1,58E+14;URBANA;OLAYA HERRERA;2;2;2;2;2;10;2;2;12;2;0;2;0;12;2;2;2;2;2;0;24;2;2;2;25;2;5;88
PROGRAMACION;287;16/06/2020;17/07/2020;1,58E+12;URBANA;VEREDA 2DA CHORRERA;2;2;2;1;2;8,5;2;2;12;2;0;2;0;12;2;2;2;2;2;0;24;2;2;2;25;2;5;86,5
PROGRAMACION;288;16/06/2020;17/07/2020;1,58E+12;URBANA;EL OASIS;2;2;2;2;2;10;2;1;9;2;0;2;0;12;2;2;2;2;1;0;21;1;2;2;21;2;5;78
PROGRAMACION;289;16/06/2020;17/07/2020;1,58E+12;URBANA;2DA CHORRERA SECTOR AZUFRE;2;2;2;1;2;8,5;2;2;12;2;0;2;0;12;2;2;0;2;2;0;21,5;1;2;2;21;2;5;80
PROGRAMACION;290;16/06/2020;17/07/2020;NO PRESENTA;URBANA;MONQUIRA SECTOR AZUFRE;2;2;2;1;2;8,5;2;2;12;2;0;0;0;6;2;2;1;2;2;0;22,75;2;2;2;25;2;5;79,25
PROGRAMACION;291;17/06/2020;17/07/2020;1,58E+12;URBANA;CATALU¢A;2;2;2;2;2;10;2;2;12;2;0;2;0;12;2;2;2;2;2;2;28;2;2;2;25;2;5;92
PROGRAMACION;292;16/06/2020;17/07/2020;1,58E+12;URBANA;EL OASIS;2;2;2;1;2;8,15;2;2;12;2;0;2;0;12;2;2;2;2;2;0;24;2;2;2;25;2;5;86,5
PROGRAMACION;293;17/06/2020;17/07/2020;1,58E+12;URBANA;CATALU¢A;2;2;2;1;2;8,5;2;2;12;2;0;2;1;14,5;2;2;2;2;1;1;23;1;2;2;21;2;5;84
PROGRAMACION;294;2/07/2020;17/07/2020;1,58E+12;URBANA;LAGUITO;2;2;2;2;2;10;2;2;12;2;2;2;1;17,5;1;2;2;2;2;1;23,5;2;2;2;25;2;5;93
PROGRAMACION;295;7/07/2020;17/07/2020;1,58E+12;URBANA;SANTA INES;2;2;2;2;2;10;1;2;9;2;2;1;2;17;1;2;2;2;2;0;21,5;2;2;2;25;2;5;87,5
PROGRAMACION;296;9/07/2020;17/07/2020;1,58E+12;URBANA;CHAPINERO;2;2;2;2;2;10;2;2;12;2;0;1;0;9;1;2;2;2;2;0;21,5;2;2;2;25;2;5;82,5
PROGRAMACION;297;26/03/2020;11/05/2020;1,58E+14;URBANA;EL ORIENTE;2;2;2;2;2;10;2;2;12;2;0;2;0;12;2;2;2;2;1;0;21;2;2;2;25;2;5;85
PROGRAMACION;298;28/02/2020;11/05/2020;NO PRESENTA;URBANA;VENECIA;1;1;1;1;2;6;1;2;9;2;0;2;0;12;2;2;1;2;0;1;21;2;2;2;21;2;5;74,5
PROGRAMACION;299;20/04/2020;30/05/2020;NO PRESENTA;URBANA;SAN MARTIN CENTRO;2;1;2;1;2;7,75;2;2;12;1;0;2;0;9;2;2;1;2;2;0;22,75;2;2;2;25;2;5;81,5
PROGRAMACION;300;22/04/2020;30/05/2020;1,58E+12;URBANA;SAN MARTIN CENTRO;2;2;2;1;2;8,5;2;2;12;2;0;1;0;9;2;2;1;2;2;0;22,75;1;1;2;16,5;2;5;73,75
PROGRAMACION;301;15/04/2020;30/05/2020;1,58E+13;URBANA;NO PRESENTA;2;2;1;1;2;7,75;2;2;12;2;2;2;2;20;2;2;2;2;1;1;23;2;1;2;20,5;1;2,5;85,75
PROGRAMACION;302;20/04/2020;30/05/2020;NO PRESENTA;URBANA;SANTA HELENA;2;2;1;2;2;9,25;2;1;9;2;1;1;1;13;2;2;1;2;2;2;26,75;2;2;2;25;2;5;88
PROGRAMACION;303;28/02/2020;30/03/2020;NO PRESENTA;URBANA;SANTA INES;2;2;2;2;2;10;2;2;12;2;2;2;2;20;2;2;2;2;2;1;20;2;1;1;16,5;2;5;83,5
PROGRAMACION;304;12/03/2020;11/05/2020;1,58E+12;URBANA;CASTELLANA;2;2;2;1;2;8,5;2;2;12;2;0;1;1;11,5;2;2;2;2;2;0;24;2;2;2;25;2;5;86
PROGRAMACION;305;5/03/2020;11/05/2020;1,58E+12;URBANA;LOS ALISOS;2;2;2;1;2;8,5;2;2;12;2;2;2;2;20;2;2;2;2;1;1;15;2;2;1;21;2;5;81,5
PROGRAMACION;306;17/07/2020;30/07/2020;1,58E+12;URBANA;JARDIN;2;2;1;1;2;7,75;1;2;9;1;0;2;1;11,5;1;2;1;2;2;0;20,25;1;2;2;21;2;5;74,5
PROGRAMACION;307;16/07/2020;30/07/2020;1,58E+12;URBANA;SUGAMUXI;2;1;2;2;1;8,25;1;2;9;1;0;1;0;6;1;2;2;2;1;0;18,5;1;2;1;17;1;2,5;61,25
SOLICITUD DEL I.;308;15/07/2020;31/07/2020;1,58E+14;URBANA;MAGDALENA;2;2;2;2;2;10;2;2;12;1;0;2;0;9;1;2;2;2;1;0;18,5;2;2;2;25;2;5;79,5
SEGUIMIENTO;309;13/07/2020;31/07/2020;1,58E+12;URBANA;MONQUIRA;2;1;1;2;2;8,5;2;1;9;2;2;2;2;20;2;2;1;2;2;0;22,75;2;2;1;21;1;2,5;83,75
PROGRAMACION;310;8/07/2020;31/07/2020;1,58E+12;URBANA;6 DE SEPT;2;1;2;2;2;9,25;1;2;9;1;1;2;1;13;2;2;2;2;1;1;23;2;2;2;25;2;5;84,25
SEGUIMIENTO;311;16/07/2020;31/07/2020;1,58E+12;URBANA;SANTA CATALINA;2;2;2;2;2;10;2;2;12;2;2;2;2;20;2;2;2;2;2;0;24;2;2;2;25;2;5;96
PROGRAMACION;312;16/07/2020;31/07/2020;1,58E+14;URBANA;SANTA CATALINA;2;2;2;1;2;8,5;2;2;12;2;0;2;0;12;2;2;1;2;1;0;19,75;2;2;2;25;2;5;82,25
SEGUIMIENTO;313;16/07/2020;31/07/2020;1,58E+12;URBANA;OLAYA HERRERA;2;2;2;1;2;8,5;2;2;12;2;2;2;2;20;2;2;2;2;2;1;26;2;2;2;25;2;5;96,5
PROGRAMACION;314;15/07/2020;31/07/2020;1,58E+14;URBANA;MAGDALENA;2;2;2;2;2;10;2;2;12;2;0;2;2;17;2;2;1;2;2;0;22,75;2;2;2;25;2;5;91,75
PROGRAMACION;315;15/07/2020;31/07/2020;1,58E+12;URBANA;MAGDALENA;2;2;1;2;1;8,25;2;1;9;2;0;2;0;12;2;2;1;2;1;0;19,75;1;2;2;21;2;5;75
SEGUIMIENTO;316;13/07/2020;1/08/2020;1,58E+12;URBANA;SANTA INES;2;2;2;2;2;10;2;2;12;2;2;2;0;15;2;2;2;2;2;0;24;2;2;2;25;2;5;91
PROGRAMACION;317;13/07/2020;1/08/2020;1,58E+12;URBANA;MAGDALENA;2;1;2;2;2;9,25;2;2;12;2;0;2;0;12;2;2;0;2;1;0;18,5;1;2;2;21;2;5;77,75
PROGRAMACION;318;13/07/2020;1/08/2020;1,58E+12;URBANA;MAGDALENA;2;2;2;2;2;10;2;1;9;2;0;0;0;6;2;2;1;2;2;0;22,75;1;2;2;21;2;5;73,75
SEGUIMIENTO;319;13/07/2020;1/08/2020;1,58E+12;URBANA;LA VILLITA;2;2;2;2;2;10;2;2;12;2;2;2;2;20;2;2;2;2;2;0;24;2;2;2;25;2;5;96
PROGRAMACION;320;9/07/2020;1/08/2020;1,58E+11;URBANA;MAGDALENA;2;2;2;2;2;10;2;2;12;2;1;2;0;13,5;2;2;1;2;2;0;22,75;1;2;2;21;2;5;84,25
PROGRAMACION;321;9/07/2020;1/08/2020;1,58E+12;URBANA;VILLA DEL SOL;2;2;2;2;2;10;2;2;12;2;1;2;2;18,5;2;2;1;2;2;1;24,75;2;2;2;25;2;5;95,25
PROGRAMACION;322;8/07/2020;1/08/2020;1,58E+12;URBANA;JUAN JOSE RONDON;2;2;1;2;1;8,25;1;1;6;2;1;2;0;13,5;2;2;1;2;1;0;19,75;2;2;2;25;2;5;77,5
SEGUIMIENTO;323;8/07/2020;1/08/2020;1,58E+12;URBANA;OLAYA HERRERA;2;2;2;2;2;10;2;2;12;2;2;2;2;20;2;2;2;2;2;1;26;2;2;2;25;2;5;98
PROGRAMACION;324;8/07/2020;1/08/2020;1,58E+11;URBANA;MAGDALENA;1;1;1;1;1;5;1;1;6;2;1;2;2;18,5;2;2;1;2;1;1;21,75;1;2;2;21;2;5;72,25
SEGUIMIENTO;325;7/07/2020;1/08/2020;1,58E+12;URBANA;OLAYA HERRERA;2;2;2;2;2;10;2;2;12;2;2;2;2;20;2;2;2;2;2;1;26;2;2;2;25;2;5;98
PROGRAMACION;326;7/07/2020;1/05/2020;1,58E+12;URBANA;ANGEL MAR;2;2;1;2;2;9,25;2;1;9;2;1;2;2;18,5;2;2;1;2;2;0;22,75;2;2;2;25;2;5;89,5
PROGRAMACION;327;7/07/2020;1/08/2020;1,58E+11;URBANA;VALDES TAVERA;2;2;2;2;2;10;2;1;9;2;1;2;1;16;2;2;1;2;1;0;19,75;1;2;2;21;2;5;80,75
SEGUIMIENTO;328;22/07/2020;5/08/2020;1,58E+12;URBANA;SANTA CATALINA;2;2;2;2;2;10;2;2;12;2;2;2;2;20;2;2;2;2;2;1;26;2;2;2;25;2;5;98
SEGUIMIENTO;329;22/07/2020;5/08/2020;1,58E+11;URBANA;OLAYA HERRERA;2;2;2;2;2;10;2;2;12;2;2;2;2;20;2;2;2;2;2;2;28;2;2;2;25;2;5;100
SEGUIMIENTO;330;21/07/2020;5/08/2020;1,58E+12;URBANA;SANTA INES;2;2;2;2;2;10;2;2;12;2;2;2;2;20;2;2;2;2;2;2;28;2;2;2;25;2;5;100
SEGUIMIENTO;331;21/07/2020;5/08/2020;1,58E+12;URBANA;SUGAMUXI;2;2;2;2;2;10;2;2;12;2;2;2;2;20;2;2;2;2;2;1;26;2;2;2;25;2;5;98
PROGRAMACION;332;13/07/2020;5/08/2020;1,58E+14;URBANA;JUAN JOSE RONDON;2;1;1;1;2;7;2;2;12;2;0;2;0;12;2;2;2;2;0;0;18;2;2;2;25;2;5;79
PROGRAMACION;333;13/07/2020;5/08/2020;1,58E+14;URBANA;CIUDAD VERDE;2;2;2;0;2;8,5;2;2;12;2;0;2;0;12;2;2;0;2;0;0;15,5;2;2;2;25;2;5;78
PROGRAMACION;334;13/07/2020;5/08/2020;1,58E+14;URBANA;JUAN JOSE RONDON;2;2;2;1;2;8,5;2;2;12;2;0;2;2;17;2;2;2;2;0;0;18;2;2;2;25;2;5;85,5
PROGRAMACION;335;13/07/2020;5/08/2020;1,58E+12;URBANA;JUAN JOSE RONDON;2;1;2;0;2;6,25;2;2;12;2;0;2;0;12;2;2;2;2;2;2;28;2;2;2;25;2;5;88,25
PROGRAMACION;336;13/07/2020;5/08/2020;1,58E+12;URBANA;CIUDAD VERDE;2;1;2;1;2;8,5;2;2;12;2;2;2;2;20;2;2;2;2;0;0;17,5;1;2;2;21;2;5;84
PROGRAMACION;337;6/07/2020;5/08/2020;1,58E+14;URBANA;SANTA CATALINA;2;2;2;1;2;8,5;2;2;12;2;0;2;0;12;2;2;0;2;2;0;21,5;1;2;2;17;2;5;76
PROGRAMACION;338;7/07/2020;5/08/2020;1,58E+14;URBANA;SANTA ISABEL;2;2;2;2;2;10;2;2;12;2;1;2;1;16;2;2;2;2;2;0;24;1;2;2;21;2;5;88
PROGRAMACION;339;8/07/2020;5/08/2020;1,58E+14;URBANA;SANTA CATALINA;2;2;2;1;2;8,5;2;2;12;2;0;2;0;12;2;2;2;2;2;0;24;2;2;2;25;2;5;86,5
PROGRAMACION;340;10/07/2020;5/08/2020;1,58E+12;URBANA;LA PRADERA;2;2;2;1;2;8,5;2;1;9;2;0;2;0;12;2;2;1;2;1;0;19,75;1;2;2;21;2;5;75,25
PROGRAMACION;341;10/07/2020;5/08/2020;1,58E+12;URBANA;LA PRADERA;2;2;2;1;2;8,5;2;2;12;2;0;2;0;12;2;2;2;2;1;0;21;1;2;2;21;2;5;79,5
PROGRAMACION;342;10/07/2020;5/08/2020;1,58E+14;URBANA;LA PRADERA;2;2;2;1;2;8,5;2;2;12;2;0;2;0;12;2;2;2;2;2;0;24;2;2;2;25;2;5;86,5
PROGRAMACION;343;10/07/2020;5/08/2020;1,58E+12;URBANA;LA LIBERIA;2;2;2;1;2;8,5;2;1;9;2;0;2;0;12;2;2;2;2;2;0;24;2;2;2;25;2;5;83,5
PROGRAMACION;344;11/07/2020;5/08/2020;1,58E+11;URBANA;LA PRADERA;2;2;2;1;2;8,5;2;1;9;2;2;2;2;20;2;2;2;2;1;0;21;1;2;2;24;2;5;87,5
PROGRAMACION;345;11/07/2020;5/08/2020;1,58E+11;URBANA;LA PRADERA;2;1;2;1;2;7,75;2;1;9;2;0;2;0;12;2;2;2;2;1;0;21;1;2;2;24;2;5;78,75
PROGRAMACION;346;13/07/2020;5/08/2020;1,58E+12;URBANA;JUAN JOSE RONDON;2;2;2;2;2;10;2;2;12;2;2;2;2;20;2;2;2;2;2;0;24;1;2;2;21;2;5;92
PROGRAMACION;347;13/07/2020;5/08/2020;1,58E+12;URBANA;LA RAMADA;2;2;2;1;2;8,15;2;2;12;2;0;2;0;12;2;2;2;2;1;0;21;2;2;2;25;2;5;83,5
PROGRAMACION;348;13/07/2020;5/08/2020;1,58E+12;URBANA;JUAN JOSE RONDON;2;2;2;1;2;8,5;2;2;12;2;0;2;0;12;2;2;2;2;1;0;21;1;2;2;24;2;5;82,5
PROGRAMACION;349;15/07/2020;5/08/2020;1,58E+12;URBANA;CIUDAD VERDE;2;2;2;2;2;10;1;2;9;2;1;2;1;16;2;2;2;2;2;1;26;2;2;2;25;2;5;91
PROGRAMACION;350;13/07/2020;5/08/2020;1,58E+12;URBANA;CIUDAD VERDE;2;2;2;2;2;10;2;2;12;2;2;2;2;20;2;2;2;2;2;0;24;2;2;2;25;2;5;96
PROGRAMACION;351;13/07/2020;5/08/2020;1575952927536/4;URBANA;CIUDAD VERDE;2;2;2;1;2;8,5;2;2;12;2;0;2;1;14,5;2;2;2;2;2;0;24;1;2;2;21;2;5;85
PROGRAMACION;352;14/07/2020;5/08/2020;1058430644;URBANA;VILLA DEL SOL;2;2;2;1;2;8,5;2;2;12;2;2;2;2;20;2;2;2;2;2;0;24;2;2;2;25;2;5;94,5
PROGRAMACION;353;14/07/2020;5/08/2020;1,58E+12;URBANA;LIBERTADOR;2;2;1;1;2;7,75;2;2;12;2;0;2;2;17;2;2;2;2;2;0;24;2;2;2;25;2;5;90,75
PROGRAMACION;354;14/07/2020;5/08/2020;1,58E+13;URBANA;LIBERTADOR;2;2;2;2;2;10;2;2;12;2;2;2;2;20;2;2;2;2;2;0;24;2;2;2;25;2;5;96
PROGRAMACION;355;21/07/2020;5/08/2020;1,58E+12;URBANA;LAS AMERICAS;2;2;2;2;2;10;2;2;12;2;0;1;0;9;2;2;2;2;2;0;24;2;2;2;25;2;5;85
PROGRAMACION;356;22/07/2020;5/08/2020;1,58E+11;URBANA;OLAYA HERRERA;2;2;1;2;2;9,25;2;2;12;2;0;2;0;12;2;2;2;2;2;0;24;2;2;2;25;2;5;87,25
PROGRAMACION;357;21/07/2020;5/08/2020;1,58E+11;URBANA;SANTA INES;2;2;2;1;1;7,5;2;2;12;2;0;0;0;6;2;2;1;2;1;0;19,75;2;2;2;25;2;5;70,25
PROGRAMACION;358;22/07/2020;5/08/2020;1,58E+12;URBANA;OLAYA HERRERA;2;2;2;1;2;8,5;2;2;12;2;0;2;0;12;2;2;2;2;2;0;24;2;2;2;25;2;5;85,5
PROGRAMACION;359;8/07/2020;5/08/2020;1,58E+12;URBANA;6 DE SEPTIEMBRE;2;1;2;2;2;9,25;2;2;12;2;2;2;0;15;2;2;2;2;2;0;24;2;2;2;25;2;5;90,25
PROGRAMACION;360;8/07/2020;5/08/2020;1,58E+12;URBANA;SAN MARTIN CENTRO;2;1;2;1;2;7,75;2;2;12;2;0;2;0;12;2;2;2;2;2;0;24;2;2;2;25;2;5;85,75
PROGRAMACION;361;14/07/2020;5/08/2020;1,58E+14;URBANA;JARDIN;2;2;2;2;2;10;2;2;12;2;0;2;0;12;2;2;2;2;2;0;24;2;2;2;25;2;5;88
PROGRAMACION;362;14/07/2020;5/08/2020;1,58E+14;URBANA;LIBERTADOR;2;2;2;2;2;10;2;2;12;2;0;2;0;12;2;2;2;2;0;0;18;2;2;2;25;2;5;82
PROGRAMACION;363;14/07/2020;5/08/2020;1,58E+12;URBANA;LIBERTADOR;2;2;2;2;2;10;2;2;12;2;0;2;2;17;2;2;2;2;2;1;26;2;2;2;25;2;5;95
PROGRAMACION;364;15/07/2020;5/08/2020;1,58E+12;URBANA;MAGDALENA;2;2;2;2;2;10;2;2;12;2;0;2;0;12;2;2;2;2;1;0;21;2;2;2;25;2;5;85
PROGRAMACION;365;30/07/2020;5/08/2020;1,58E+11;URBANA;SAN MARTIN CENTRO;2;1;2;2;2;9,25;2;2;12;2;0;2;1;14,5;1;2;2;2;2;0;21,5;2;2;2;25;2;5;87,25
PROGRAMACION;366;31/07/2020;5/08/2020;1,58E+12;URBANA;PRADO CENTRO;2;1;2;1;2;7,75;2;2;12;2;0;2;0;12;1;2;2;2;2;0;21,5;2;2;2;25;2;5;83,25
