motivo;n_acta;fecha_visita;fecha_ingreso;n_inscripcion;zona;barrio  ;local_const;condicion_p_p_d;techos_puert_ilumi_venti ;instal_sanita ;instal_sanita2;edificios_instal;capacidad_dis_fun_equi_uten;superf_con_alime;equip_utens;estado_salud ;recon_medic;pract_higie_dota ;capaci_mani_higie_alim;pers_mani_aliment;sumin_agua_pot;resid_soli;resid_liqui;control_plag;limpie_des_area;soport_doc_sanea;saneamiento;condi_almac;manejo_pro_refri;manejo_pro_ambiente;almac_comerc;proce_req_legal;requi_legales;p_cumplimiento
PROGRAMACION;367;31/07/2020;10/08/2020;1,58E+12;URBANA;UNIVERSITARIO;2;2;2;1;2;8,5;2;2;12;1;0;2;0;9;1;2;2;2;2;0;21,5;2;2;2;25;2;5;81
PROGRAMACION;368;28/07/2020;10/08/2020;1,58E+12;URBANA;EL SOL;2;2;2;2;2;10;2;2;12;1;2;2;2;17;2;2;2;2;2;0;24;1;2;2;21;2;5;89
PROGRAMACION;369;29/07/2020;10/08/2020;1,58E+12;URBANA;MAGDALENA;2;1;2;2;2;9,25;2;1;9;1;0;2;2;14;2;2;2;2;1;0;21;2;2;2;25;2;5;82,25
PROGRAMACION;370;31/07/2020;10/08/2020;1,58E+14;URBANA;PALZA DE FERIAS;2;1;2;2;2;9,25;2;1;9;2;2;2;2;20;1;2;2;2;1;1;20,5;2;2;2;25;2;5;88,75
PROGRAMACION;371;9/07/2020;10/08/2020;1,58E+12;URBANA;LIBERTADOR;2;1;2;2;2;9,25;2;2;12;2;0;2;0;12;2;2;1;2;2;0;22,75;2;2;2;25;2;5;86
PROGRAMACION;372;23/07/2020;10/08/2020;1,58E+13;URBANA;JARDIN;2;1;2;2;2;9,25;2;2;12;2;2;2;2;20;1;2;2;2;2;0;21,5;2;2;2;25;2;5;92,75
PROGRAMACION;373;23/07/2020;10/08/2020;1,58E+12;URBANA;URIBE URIBE;2;2;2;1;2;8,5;2;1;9;1;0;1;1;0;1;2;1;2;2;0;20,25;2;2;2;25;2;5;73,75
SEGUIMIENTO;374;23/07/2020;10/08/2020;1,58E+12;URBANA;SANTA INES;2;2;2;2;2;10;2;2;12;2;0;2;2;17;2;2;2;2;2;0;24;2;2;2;25;2;5;93
PROGRAMACION;375;29/07/2020;10/08/2020;1,58E+12;URBANA;MAGDALENA;2;1;1;2;2;8,5;1;2;9;2;0;1;1;11,5;1;2;2;2;1;0;18,5;1;2;2;21;2;5;73,5
PROGRAMACION;376;31/07/2020;10/08/2020;1,58E+12;URBANA;LA PRADERA;2;1;2;1;2;7,75;2;2;12;2;0;2;0;12;2;2;2;2;1;0;21;2;2;2;25;2;5;82,75
PROGRAMACION;377;12/08/2020;20/08/2020;NO PRESENTA;URBANA;SAN JOSE DE LA PROVIDENCIA;2;2;1;1;2;7,75;2;2;12;1;0;2;1;11,5;2;2;1;2;2;2;26,75;2;2;2;25;2;5;88
PROGRAMACION;378;12/08/2020;25/08/2020;1,58E+12;URBANA;LA VILLITA;2;1;2;2;2;9,25;2;2;12;2;2;2;2;20;2;2;1;2;1;2;23,75;2;2;2;25;2;5;95
PROGRAMACION;379;13/08/2020;25/08/2020;1,58E+12;URBANA;ASODEA;2;2;2;1;2;8,5;1;2;9;1;1;2;1;13;2;2;2;2;2;0;24;2;2;2;25;2;5;84,5
PROGRAMACION;380;14/08/2020;25/08/2020;1,58E+12;URBANA;ASODEA;2;2;2;2;2;10;1;2;9;1;0;2;0;9;2;2;2;2;2;0;24;1;2;2;21;2;5;78
PROGRAMACION;381;14/08/2020;25/08/2020;1,58E+12;URBANA;ASODEA;2;2;1;2;2;9,25;1;2;9;2;2;2;2;20;2;2;2;2;2;0;24;2;2;2;25;2;5;92,25
PROGRAMACION;382;15/08/2020;25/08/2020;1,58E+12;URBANA;SAN ANTONIO;2;2;2;1;2;8,5;1;2;9;2;2;2;2;20;2;2;2;2;2;1;26;1;2;2;21;2;5;89,5
PROGRAMACION;383;15/08/2020;25/08/2020;1,58E+12;URBANA;VILLA DEL LAGO;2;1;2;2;2;9,25;2;2;12;1;0;2;1;11,5;2;2;2;2;1;0;21;2;2;2;25;2;5;83,75
PROGRAMACION;384;18/08/2020;25/08/2020;NO PRESENTA;URBANA;LA CANDELARIA;2;1;1;1;1;6;1;1;6;1;0;1;0;6;1;2;1;2;1;0;17,25;1;2;1;17;2;5;57,25
PROGRAMACION;385;13/08/2020;30/08/2020;1,58E+12;URBANA;ASODEA;2;1;2;2;2;9,25;2;2;12;2;2;2;2;20;1;2;2;2;2;1;23,5;1;2;2;21;2;5;90,75
PROGRAMACION;386;14/08/2020;30/08/2020;1,58E+12;URBANA;ASODEA;2;2;2;1;1;7,5;2;2;12;2;0;1;0;9;1;2;1;2;1;0;17,25;1;2;2;21;2;5;71,75
PROGRAMACION;387;8/08/2020;30/08/2020;1,58E+12;URBANA;SANTA HELENA;2;2;2;1;2;8,5;2;1;9;2;2;2;2;20;1;2;1;2;2;0;20,25;2;2;2;25;2;5;87,75
PROGRAMACION;388;5/08/2020;30/08/2020;1,58E+12;URBANA;LOMITAS;2;2;1;1;1;6,75;1;2;9;1;0;2;0;9;1;2;2;2;1;0;18,5;1;2;2;21;2;5;69,25
PROGRAMACION;389;4/08/2020;15/09/2020;1,58E+12;URBANA;LAGUITO;2;2;2;1;2;8,5;2;2;12;2;0;1;0;9;2;2;1;2;1;0;19,75;2;2;2;25;2;5;79,25
PROGRAMACION;390;4/08/2020;15/09/2020;1,58E+12;URBANA;LIBERIA;2;1;2;2;2;9,25;2;2;12;2;0;1;2;14;2;2;2;2;1;0;21;2;2;2;25;2;5;86,25
PROGRAMACION;391;5/08/2020;15/09/2020;1,58E+14;URBANA;CHAPINERO;2;2;1;1;2;7,75;2;2;12;2;0;1;0;9;1;2;1;2;1;0;17,25;2;2;2;25;2;5;76
PROGRAMACION;392;5/08/2020;15/09/2020;1,58E+12;URBANA;VANEGAS;2;1;2;1;2;7,75;1;2;9;1;0;2;0;9;2;2;1;2;1;0;19,75;1;2;2;21;2;5;71,5
PROGRAMACION;393;5/08/2020;15/09/2020;1,58E+12;URBANA;CHAPINERO;2;2;2;2;2;10;2;2;12;1;0;2;1;11,5;2;2;2;2;1;0;21;2;2;2;25;2;5;84,5
PROGRAMACION;394;5/08/2020;15/09/2020;1,58E+12;URBANA;LA LIBERIA;2;1;2;2;1;8,25;2;2;12;2;0;0;0;6;2;2;2;2;2;0;24;1;2;2;21;2;5;76,25
PROGRAMACION;395;5/08/2020;15/09/2020;1,58E+12;URBANA;LA LIBERIA;2;2;2;1;0;6,5;2;0;6;2;0;1;0;9;2;2;1;2;1;0;19,75;1;2;2;21;2;5;67,25
PROGRAMACION;396;5/08/2020;15/09/2020;1,58E+12;URBANA;LA LIBERIA;2;2;2;2;2;10;2;2;12;2;0;1;0;9;2;2;0;2;2;0;21,5;2;2;2;25;2;5;82,5
PROGRAMACION;397;6/08/2020;15/09/2020;1,58E+14;URBANA;VENECIA;2;1;2;2;2;9,25;1;2;9;2;2;2;2;20;2;2;2;2;2;1;26;2;2;2;25;2;5;94,25
PROGRAMACION;398;6/08/2020;15/09/2020;1,58E+12;URBANA;SANTA ISABEL;2;1;2;2;2;9,25;2;2;12;2;0;2;0;12;2;2;1;2;2;0;22,75;2;2;2;25;2;5;86
PROGRAMACION;399;6/08/2020;16/09/2020;1,58E+12;URBANA;SANTA ISABEL;2;2;1;1;1;6,75;2;2;12;2;0;2;0;12;2;2;1;2;2;0;22,75;1;2;2;21;2;5;79,5
PROGRAMACION;400;6/08/2020;16/09/2020;1,58E+11;URBANA;LAGUITO;2;1;2;2;2;9,25;2;2;12;2;0;2;0;12;2;2;1;2;1;0;19,75;1;2;2;21;2;5;79
PROGRAMACION;401;7/08/2020;16/09/2020;1,58E+14;URBANA;CENTRO;2;1;1;2;2;8,5;2;2;12;1;0;2;2;14;2;2;2;2;2;0;24;2;2;2;25;2;5;88,5
PROGRAMACION;402;8/08/2020;16/09/2020;1,58E+12;URBANA;LA PRADERA;2;2;2;1;2;8,5;2;2;12;1;0;2;0;9;2;2;1;2;2;0;22,95;2;2;2;25;2;5;83,95
PROGRAMACION;403;10/08/2020;16/09/2020;1,58E+12;URBANA;EL ORIENTE;2;2;2;2;2;10;2;2;12;1;0;2;2;9;2;2;2;2;2;0;24;2;2;2;25;2;5;85
PROGRAMACION;404;10/08/2020;16/09/2020;1,58E+14;URBANA;EL ORIENTE;2;2;2;0;2;7;2;1;9;1;0;2;0;9;2;2;2;2;1;0;21;2;2;2;25;2;5;76
PROGRAMACION;405;10/08/2020;16/09/2020;1,58E+12;URBANA;CORTEZ;2;2;2;2;2;10;2;1;9;1;2;2;2;17;2;2;2;2;1;0;21;2;2;2;25;2;5;87
PROGRAMACION;406;10/08/2020;16/09/2020;1,58E+12;URBANA;LAGUITO;2;2;2;1;2;8,5;2;2;12;2;0;2;0;12;2;2;1;2;2;0;22,75;2;2;2;25;2;5;85,25
PROGRAMACION;407;10/08/2020;16/09/2020;1,58E+12;URBANA;LAGUITO;2;2;2;1;2;8,5;2;2;12;2;0;2;2;17;2;2;2;2;1;0;21;1;2;2;21;2;5;84,5
PROGRAMACION;408;10/08/2020;16/09/2020;1,58E+12;URBANA;LAGUITO;2;1;2;1;2;6,25;2;2;12;2;0;2;0;12;2;2;0;2;1;0;18,5;1;2;2;21;2;5;74,75
PROGRAMACION;409;10/08/2020;17/09/2020;1,58E+12;URBANA;LA PRADERA;2;1;2;1;2;7,75;2;2;12;2;2;2;1;17,5;2;2;2;2;2;0;24;2;2;2;25;2;5;91,25
PROGRAMACION;410;10/08/2020;17/09/2020;1,58E+13;URBANA;CHAPINERO;2;2;2;2;2;10;2;2;12;2;0;2;0;12;2;2;2;2;2;0;24;2;2;2;25;2;5;88
PROGRAMACION;411;11/08/2020;17/09/2020;1,58E+14;URBANA;CHAPINERO;2;2;2;1;2;8,5;2;2;12;2;0;2;0;12;2;2;1;2;1;0;19,75;1;2;2;21;2;5;78,25
PROGRAMACION;412;11/08/2020;17/09/2020;1,58E+12;URBANA;SAN ANDRESITO;2;1;2;1;1;6,75;2;1;9;1;0;2;0;9;2;2;2;2;0;0;18;2;2;2;25;2;5;72,75
PROGRAMACION;413;11/08/2020;17/09/2020;1,58E+14;URBANA;EL ROSARIO;2;2;2;2;2;10;2;2;12;1;0;2;0;9;2;2;0;2;2;0;21,5;2;2;2;25;2;5;82,5
PROGRAMACION;414;11/08/2020;17/09/2020;1,58E+12;URBANA;SAN ANDRESITO;2;1;2;2;2;9,25;2;2;12;1;2;2;2;17;2;2;2;2;1;0;21;2;2;2;25;2;5;84,25
PROGRAMACION;415;11/08/2020;17/09/2020;1,58E+12;URBANA;LA CASTELLANA;2;2;2;1;2;8,5;2;2;12;2;0;2;0;12;2;2;2;2;2;0;24;2;2;2;25;2;5;86,5
PROGRAMACION;416;11/08/2020;17/09/2020;1,58E+12;URBANA;SAN CRISTOBAL;2;2;2;1;2;8,5;2;2;12;2;0;2;0;12;2;2;2;2;2;0;24;2;2;2;25;2;5;86,5
PROGRAMACION;417;11/08/2020;17/09/2020;1,58E+12;URBANA;EL PROGRESO;2;1;2;2;2;9,25;2;1;9;2;0;2;0;12;2;2;0;2;1;0;18,5;2;2;2;25;2;5;78,75
PROGRAMACION;418;12/08/2020;17/09/2020;NO PRESENTA;URBANA;VILLA DEL SOL;2;2;2;2;2;10;2;2;12;1;0;2;0;9;2;2;2;2;2;2;28;2;2;2;25;2;5;89
PROGRAMACION;419;12/08/2020;17/09/2020;1,58E+12;URBANA;SIMON BOLIVAR;2;1;1;1;2;7;2;1;9;1;0;2;0;9;2;2;0;2;1;0;18,5;2;2;2;25;2;5;73,5
PROGRAMACION;420;12/08/2020;17/09/2020;1,58E+12;URBANA;SAN JOSE DE LA PROVIDENCIA;2;2;2;2;1;9;2;2;12;2;0;2;0;12;1;2;1;2;1;0;17,25;1;2;2;21;2;5;76,25
PROGRAMACION;421;12/08/2020;17/09/2020;1,58E+12;URBANA;VILLA DEL SOL;2;1;2;0;1;5,25;2;0;6;1;0;2;0;9;2;2;2;2;0;0;18;2;2;2;25;2;5;68,25
PROGRAMACION;422;14/08/2020;17/09/2020;1,58E+12;URBANA;ASODEA;2;2;1;2;2;9,25;2;2;12;2;0;1;0;9;1;2;1;2;2;0;20,25;2;2;2;25;2;5;80,5
PROGRAMACION;423;14/08/2020;17/09/2020;1,58E+12;URBANA;ASODEA;2;1;2;2;2;9,25;2;2;12;2;0;2;0;12;1;2;2;2;2;0;21,5;2;2;2;25;2;5;84,75
PROGRAMACION;424;14/08/2020;18/09/2020;1,58E+14;URBANA;SANTA MARTA;2;2;2;2;2;10;2;2;12;1;0;2;0;9;2;2;2;2;1;0;21;2;2;2;25;2;5;82
PROGRAMACION;425;14/08/2020;18/09/2020;1,58E+12;URBANA;SANTA MARTA;2;2;2;2;2;10;2;2;12;1;0;2;0;9;2;2;2;2;2;2;28;2;2;2;25;2;5;89
PROGRAMACION;426;15/08/2020;18/09/2020;1,58E+14;URBANA;SAN ANTONIO;2;2;2;2;2;10;2;2;12;2;0;1;0;9;1;2;2;2;2;0;21,5;2;2;2;25;2;5;82,5
PROGRAMACION;427;18/08/2020;18/09/2020;1,58E+12;URBANA;SAN ANDRESITO;2;1;1;2;1;7,5;1;2;9;1;0;2;0;9;2;2;2;2;1;0;17;2;2;2;25;2;5;72,5
PROGRAMACION;428;18/08/2020;18/09/2020;1,58E+12;URBANA;SAN ANDRESITO;2;2;2;2;2;10;2;1;9;1;0;2;0;9;2;2;1;2;2;0;22,75;2;2;2;25;2;5;80,75
PROGRAMACION;429;18/08/2020;18/09/2020;1,58E+11;URBANA;SAN ANDRESITO;2;2;1;2;2;9,25;2;2;12;1;0;2;0;9;2;2;2;2;1;0;21;2;2;2;25;2;5;82
PROGRAMACION;430;18/08/2020;18/09/2020;1,58E+12;URBANA;LA PRADERA;2;1;1;1;2;7;2;2;12;2;2;1;0;15;2;2;1;2;1;0;19,75;2;2;2;25;2;5;83,75
PROGRAMACION;431;18/08/2020;18/09/2020;1,58E+12;URBANA;JETZEMANI;2;2;2;1;2;8,5;1;1;6;2;0;2;0;12;2;2;2;2;1;0;21;1;2;2;21;2;5;73,5
PROGRAMACION;432;19/08/2020;18/09/2020;1,58E+12;URBANA;UNIVERSITARIO;2;2;2;2;2;10;2;2;12;1;0;2;0;9;2;2;2;2;2;0;24;2;1;2;20,5;2;5;80,5
PROGRAMACION;433;19/08/2020;18/09/2020;1,58E+14;URBANA;LAS MARIAS;2;2;2;2;2;10;2;2;12;2;0;2;0;12;2;2;2;2;1;0;21;1;2;2;21;2;5;81
PROGRAMACION;434;19/08/2020;19/09/2020;1,58E+12;URBANA;MAGDALENA;2;2;2;2;2;10;2;2;12;1;0;2;0;9;2;2;2;2;2;0;24;2;2;2;25;2;5;85
PROGRAMACION;435;19/08/2020;19/09/2020;1,58E+12;URBANA;MAGDALENA;2;2;2;2;2;10;2;2;12;1;0;2;0;9;2;2;2;2;2;0;24;2;2;2;25;2;5;85
PROGRAMACION;436;19/08/2020;19/09/2020;1,58E+14;URBANA;MAGDALENA;2;2;2;2;2;10;2;2;12;1;0;2;0;9;2;2;2;2;2;0;24;2;2;2;25;2;5;85
PROGRAMACION;437;19/08/2020;19/09/2020;1,58E+12;URBANA;UNIVERSITARIO;2;1;2;0;2;6,25;2;2;12;1;2;2;2;14;2;2;2;2;1;0;21;2;2;2;25;2;5;83,25
PROGRAMACION;438;21/08/2020;19/09/2020;1,58E+12;URBANA;UNIVERSITARIO;2;2;2;2;2;10;2;2;12;1;2;2;2;17;2;2;2;2;2;0;24;2;2;2;25;2;5;93
PROGRAMACION;439;21/08/2020;19/09/2020;1,58E+12;URBANA;UNIVERSITARIO;2;2;2;1;1;7,5;2;2;12;1;2;2;2;17;2;2;1;2;1;0;23,75;2;2;2;25;2;5;90,25
PROGRAMACION;440;21/08/2020;19/09/2020;1,58E+11;URBANA;UNIVERSITARIO;2;2;2;2;2;10;2;2;12;1;0;2;0;9;2;2;2;2;2;1;26;2;2;2;25;2;5;87
PROGRAMACION;441;21/08/2020;19/09/2020;1,58E+11;URBANA;MANANTIAL;2;2;2;2;2;10;2;2;12;1;2;2;2;17;2;2;2;2;2;1;26;2;2;1;21;2;5;91
PROGRAMACION;442;24/08/2020;19/09/2020;1,58E+12;URBANA;EL SOL;2;2;2;2;2;10;2;2;12;1;0;2;0;9;2;2;0;2;2;0;18;2;2;2;25;2;5;79
PROGRAMACION;443;24/08/2020;19/09/2020;1,58E+12;URBANA;MANANTIAL;2;1;2;1;2;7,75;2;2;12;1;0;2;0;9;2;2;2;2;2;0;24;2;2;2;25;2;5;82,75
PROGRAMACION;444;24/08/2020;19/09/2020;1,58E+15;URBANA;CENTRO;2;1;2;2;2;9,25;2;2;12;2;0;2;0;12;1;2;2;2;2;0;21,5;2;2;2;25;2;5;84,75
PROGRAMACION;445;24/08/2020;19/09/2020;1,58E+14;URBANA;MANANTIAL;2;1;2;1;2;4,25;2;2;12;1;0;1;0;6;2;2;2;2;2;0;24;2;2;2;25;1;2,5;73,75
PROGRAMACION;446;24/08/2020;19/09/2020;1,58E+12;URBANA;JORGE ELIECER GAITAN;2;2;2;1;2;8,5;2;2;12;2;0;2;0;12;2;2;2;2;2;0;24;2;2;2;25;2;5;86,5
PROGRAMACION;447;24/08/2020;19/09/2020;1,58E+12;URBANA;JORGE ELIECER GAITAN;2;1;1;1;2;7;2;2;12;2;0;2;0;12;2;2;2;2;1;0;21;2;2;2;25;2;5;82
PROGRAMACION;448;24/08/2020;19/09/2020;1,58E+12;URBANA;DIVINO NI¢O;2;1;1;1;2;7;2;1;9;2;0;2;0;12;2;2;2;2;1;0;21;2;2;2;25;2;5;78
PROGRAMACION;449;24/08/2020;19/09/2020;1,58E+12;URBANA;MANANTIAL;2;1;1;1;2;7;2;1;9;2;0;2;0;12;2;2;1;2;1;0;19,75;1;2;2;21;2;5;73,75
PROGRAMACION;450;25/08/2020;19/09/2020;1,58E+12;URBANA;URBANIZACION MONTE CARLO;2;2;2;2;2;10;2;2;12;1;0;2;0;9;2;2;2;2;2;0;24;2;2;2;25;2;5;85
PROGRAMACION;451;25/08/2020;19/09/2020;1,58E+12;URBANA;20 DE JULIO;2;1;2;1;2;7,75;2;2;12;2;0;2;0;12;1;2;1;2;2;0;20,25;1;2;2;21;2;5;78
PROGRAMACION;452;25/08/2020;19/09/2020;1,58E+12;URBANA;20 DE JULIO;2;1;2;1;2;7,75;1;2;9;2;0;1;0;9;1;2;1;2;1;0;17,25;1;2;2;21;2;5;69
PROGRAMACION;453;25/08/2020;19/09/2020;1,58E+14;URBANA;EL CORTEZ;2;2;2;1;2;8,5;2;2;12;1;0;2;0;9;2;2;2;2;2;0;24;2;2;2;25;2;5;83,5
PROGRAMACION;454;25/08/2020;19/09/2020;1,58E+12;URBANA;CEIBA;2;2;2;2;2;10;2;2;12;1;0;2;0;9;2;2;2;2;2;0;24;2;2;2;25;2;5;85
PROGRAMACION;455;25/08/2020;19/09/2020;1,58E+11;URBANA;CHAPINERO;2;1;2;2;2;9,25;2;2;12;2;0;2;2;17;2;2;2;2;2;0;21;2;2;2;25;2;5;89,25
PROGRAMACION;456;26/08/2020;19/09/2020;1,58E+12;URBANA;MANANTIAL;2;1;2;2;2;9,25;2;2;12;1;0;2;0;9;2;2;1;2;2;0;22,75;1;2;2;21;2;5;79
PROGRAMACION;457;26/08/2020;19/09/2020;1,58E+11;URBANA;MANANTIAL;2;2;2;1;2;8,5;2;2;12;1;0;1;0;6;2;2;2;2;1;0;21;2;2;2;25;2;5;77,5
PROGRAMACION;458;26/08/2020;20/09/2020;1,58E+12;URBANA;MANANTIAL;2;2;2;1;2;8,5;2;2;12;1;0;2;0;9;2;2;2;2;2;0;24;1;2;2;21;2;5;79,5
PROGRAMACION;459;26/08/2020;20/09/2020;1,58E+12;URBANA;MANANTIAL;2;2;2;2;2;10;2;2;12;1;0;2;0;9;2;2;2;2;2;0;24;2;2;2;25;2;5;85
PROGRAMACION;460;26/08/2020;20/09/2020;1,58E+12;URBANA;COLOMBIA;2;2;2;1;2;8,5;1;2;9;2;0;1;0;9;1;2;1;2;2;0;20,25;1;1;2;16,5;2;5;68,25
PROGRAMACION;461;26/08/2020;20/09/2020;1,58E+12;URBANA;7 DE AGOSTO;2;2;2;1;2;8,5;1;2;9;2;0;2;0;12;1;2;1;2;1;0;17,25;1;2;2;21;2;5;72,75
PROGRAMACION;462;26/08/2020;20/09/2020;1,58E+12;URBANA;COLOMBIA;2;2;2;1;2;8,5;2;2;12;2;0;2;0;12;2;2;1;2;1;0;19,75;2;1;2;20,5;2;5;77,75
PROGRAMACION;463;27/08/2020;20/09/2020;1,58E+12;URBANA;20 DE JULIO;2;2;2;2;2;10;2;2;12;1;2;2;2;17;2;2;2;2;2;2;28;2;2;2;25;2;5;97
PROGRAMACION;464;27/08/2020;20/09/2020;1,58E+12;URBANA;BENJAMIN HERRERA;2;1;1;2;1;7,5;2;2;12;1;0;2;0;9;2;2;2;2;1;0;21;1;2;2;21;2;5;75,5
PROGRAMACION;465;28/08/2020;20/09/2020;1,58E+11;URBANA;EL RECREO;2;2;1;2;2;9,25;2;1;9;1;2;2;2;17;2;2;2;2;2;0;24;1;2;2;21;2;5;85,25
PROGRAMACION;466;28/08/2020;20/09/2020;1,58E+11;URBANA;EL LAGUITO;1;2;1;2;2;8,25;2;2;12;1;0;2;0;9;2;2;2;2;1;0;21;2;2;2;25;2;5;80,25
PROGRAMACION;467;28/08/2020;20/09/2020;1,58E+11;URBANA;EL RECREO;2;2;2;2;1;9;2;2;12;1;0;2;0;9;2;2;2;2;0;0;18;1;2;2;21;2;5;77
PROGRAMACION;468;28/08/2020;20/09/2020;1,58E+12;URBANA;SAN MARTIN  ;2;2;2;2;2;10;2;2;12;1;2;2;2;17;2;2;2;2;1;0;21;1;2;2;21;2;5;86
PROGRAMACION;469;29/08/2020;20/09/2020;1,58E+12;URBANA;SANTA ISABEL;2;2;2;2;1;9;2;1;9;1;2;2;0;12;2;2;1;2;1;0;19,75;1;2;2;21;2;5;75,75
PROGRAMACION;470;29/08/2020;20/09/2020;1,58E+11;URBANA;URBANIZACION SUE¢O REAL;2;2;2;2;2;10;2;2;12;1;0;2;0;9;2;2;2;2;2;0;24;2;2;1;21;2;5;81
PROGRAMACION;471;29/08/2020;20/09/2020;1,58E+12;URBANA;JORGE ELIECER GAITAN;2;2;2;2;2;10;2;2;12;1;2;2;2;17;2;2;2;2;2;0;24;2;2;1;21;2;5;89
PROGRAMACION;472;31/08/2020;20/09/2020;1,58E+12;URBANA;SANTA ISABEL;2;2;2;2;1;9;2;2;12;1;0;2;0;9;2;2;2;2;1;0;21;2;2;2;25;2;5;81
PROGRAMACION;473;31/08/2020;20/09/2020;1,58E+12;URBANA;7 DE AGOSTO;2;2;2;1;2;8,5;2;2;12;2;0;1;0;9;1;2;1;2;1;0;17,25;1;2;2;21;2;5;72,75
PROGRAMACION;474;31/08/2020;20/09/2020;1,58E+12;URBANA;7 DE AGOSTO;2;2;2;2;2;10;2;2;12;2;1;1;1;13;1;2;2;2;1;0;18,5;2;2;2;25;2;5;83,5
PROGRAMACION;475;31/08/2020;20/09/2020;1,58E+12;URBANA;EL CARMEN;2;1;2;1;2;7,75;2;2;12;2;0;2;1;14,5;1;2;2;2;2;0;21,5;2;2;2;25;2;5;85,75
PROGRAMACION;476;31/08/2020;20/09/2020;1,58E+12;URBANA;7 DE AGOSTO;2;1;2;1;2;7,75;2;2;12;2;0;2;0;12;1;2;1;2;1;0;17,25;2;2;2;25;2;5;79
PROGRAMACION;477;31/08/2020;20/09/2020;1,58E+12;URBANA;EL CARMEN;1;1;2;1;2;6,75;1;2;9;2;0;2;0;12;1;2;2;2;1;0;18,5;1;2;2;21;2;5;72,25
PROGRAMACION;478;31/08/2020;20/09/2020;1,58E+11;URBANA;7 DE AGOSTO;2;1;1;1;2;7;2;1;9;2;0;2;0;12;1;2;1;2;1;0;17,25;1;2;2;21;2;5;71,25
PROGRAMACION;479;31/08/2020;20/09/2020;1,58E+12;URBANA;SANTA ISABEL;2;2;2;2;2;10;2;2;12;1;0;2;0;9;2;2;2;2;1;0;21;1;2;2;21;2;5;78
PROGRAMACION;480;31/08/2020;20/09/2020;1,58E+11;URBANA;SANTA ISABEL;2;1;2;2;2;9,25;2;2;12;1;2;2;2;17;2;2;2;2;1;2;25;2;2;2;25;2;5;93,25
SOLICITUD DEL I.;481;4/09/2020;15/09/2020;15759276962;URBANA;6 DE SEPTIEMBRE;2;1;2;1;2;7,75;1;1;6;2;2;2;2;20;2;2;2;2;1;2;25;1;2;2;21;2;5;84,75
PROGRAMACION;482;16/09/2020;1/10/2020;1,58E+12;URBANA;7 DE AGOSTO;2;2;2;2;2;8.5;2;2;12;2;0;2;2;14;2;2;2;2;1;0;21;2;2;2;25;2;5;85.5
PROGRAMACION;483;11/09/2020;2/10/2020;NO PRESENTA;URBANA;OLAYA HERRERA;2;2;2;1;2;8.5;2;2;12;2;0;1;0;9;1;2;1;2;1;0;17.25;2;2;2;25;2;5;76.75
PROGRAMACION;484;9/09/2020;2/10/2020;1,58E+12;URBANA;LAS MARIAS;2;2;2;2;2;10;2;2;12;2;0;2;0;12;2;2;1;2;2;0;22.75;1;1;2;16.5;2;5;37.25
PROGRAMACION;485;9/09/2020;2/10/2020;1,58E+11;URBANA;SUCRE;2;2;2;1;2;8.5;2;2;12;2;0;2;0;12;2;2;2;2;1;0;21;1;2;2;21;2;5;79.5
PROGRAMACION;486;9/09/2020;2/10/2020;1,58E+12;URBANA;GETSEMANI;2;2;2;2;2;10;2;2;12;2;0;2;0;12;2;2;1;2;2;0;22.75;2;2;2;25;2;5;86.75
PROGRAMACION;487;8/09/2020;2/10/2020;1,58E+12;URBANA;EL OASIS;2;2;2;1;2;8.5;2;2;12;2;0;2;0;12;2;2;2;2;2;0;24;2;2;2;25;2;5;86.5
PROGRAMACION;488;8/09/2020;2/10/2020;1,58E+12;URBANA;JUAN JOSE RONDON;2;2;2;1;1;7.5;2;1;9;2;0;0;0;6;2;2;2;2;1;0;21;1;2;2;25;2;5;73.5
PROGRAMACION;489;8/09/2020;2/10/2020;1,58E+12;URBANA;LA RAMADA;2;2;2;1;2;8.5;2;2;12;2;2;2;2;20;2;2;0;2;2;0;21.5;2;2;2;25;2;5;92
PROGRAMACION;490;8/09/2020;2/10/2020;1,58E+12;URBANA;SAN ANDRESITO;2;2;2;1;2;8.5;2;2;12;0;0;2;0;6;2;2;2;2;2;0;24;2;2;2;25;2;5;80.5
PROGRAMACION;491;7/09/2020;2/10/2020;1,58E+12;URBANA;SANTA CATALINA;2;2;2;1;2;8.5;2;2;12;2;0;2;0;12;2;2;2;2;1;0;21;2;2;2;25;2;5;83.5
PROGRAMACION;492;4/09/2020;2/10/2020;1,58E+13;URBANA;SANTA CATALINA;2;2;2;1;2;8.5;2;1;9;2;0;2;0;12;2;2;2;2;2;0;24;2;1;2;20.5;2;5;79
PROGRAMACION;493;11/09/2020;2/10/2020;1,58E+11;URBANA;EL CARMEN;2;2;2;1;2;7;1;2;9;1;0;2;0;9;2;2;2;2;1;0;21;2;2;2;25;2;5;76
PROGRAMACION;494;16/09/2020;3/10/2020;1,58E+12;URBANA;EL CARMEN;2;2;2;2;2;8.5;2;2;9;2;0;2;0;9;2;2;2;2;2;0;24;2;2;2;25;2;5;80.5
PROGRAMACION;495;16/09/2020;3/10/2020;1,57E+13;URBANA;VILLA DEL SOL;2;2;2;2;2;9.25;1;2;9;1;1;2;1;13;2;2;2;2;1;2;25;2;2;2;25;2;5;86.25
