motivo;n_acta;fecha_visita;fecha_ingreso;n_inscripcion;zona;barrio  ;local_const;condicion_p_p_d;techos_puert_ilumi_venti ;instal_sanita ;edificios_instal;capacidad_dis_fun_equi_uten;superf_con_alime;equip_utens;estado_salud ;recon_medic;pract_higie_dota ;capaci_mani_higie_alim;pers_mani_aliment;control_mat_pri;preven_contam;mane_temp;condi_almac;req_higien;sumin_agua_pot;resid_liqui;resid_soli;control_plag;limpie_des_area;soport_doc_sanea;saneamiento;p_cumplimiento
PROGRAMACION;123;17/11/2020;4/12/2020;NO PRESENTA;URBANA;NO PRESENTA;1;1;2;2;8;2;2;12;1;0;1;1;9;2;2;1;2;21,5;1;2;2;2;2;1;28,5;79
PROGRAMACION;124;18/11/2020;4/12/2020;1,58E+14;URBANA;BOMBA OLAYA;2;2;1;1;7;2;1;8,5;1;0;1;1;9;1;2;1;2;19;1;2;2;2;1;0;24;76.5
PROGRAMACION;125;17/11/2020;4/12/2020;1,58E+12;URBANA;NO PRESENTA;1;2;2;1;7;2;2;12;1;0;1;0;7;1;2;1;2;19;1;2;2;2;1;0;24;69
PROGRAMACION;126;17/11/2020;4/12/2020;1,58E+12;URBANA;NO PRESENTA;1;1;2;1;6;1;2;9,5;1;1;1;1;10;1;2;1;2;19;1;2;2;2;1;0;24;68.5
PROGRAMACION;127;6/11/2020;8/12/2020;1,58E+12;URBANA;NO PRESENTA;2;1;1;1;6;2;2;12;1;0;1;1;9;1;2;1;2;19;1;2;2;2;2;0;27,5;73.5
PROGRAMACION;128;5/11/2020;8/12/2020;1,58E+14;URBANA;CENTRO;2;2;1;2;9;2;1;8,5;1;0;1;1;9;1;2;2;2;22,5;1;2;1;2;1;1;23;72
PROGRAMACION;129;5/11/2020;8/12/2020;15759900730870/8;URBANA;NO PRESENTA;2;2;2;1;8;2;2;12;1;1;1;1;10;1;2;1;2;19;2;2;1;2;2;1;30;79
PROGRAMACION;130;6/11/2020;8/12/2020;1,58E+14;URBANA;NO PRESENTA;2;2;1;1;7;2;2;12;1;0;1;1;9;1;2;1;2;19;1;2;1;2;2;0;25,5;72.5
PROGRAMACION;131;26/11/2020;12/12/2020;1,58E+12;URBANA;LOS ROSALES;1;2;1;2;8;1;2;9,5;1;0;1;0;7;1;2;1;1;17;1;2;1;2;1;0;22;63.5
SEGUIMIENTO;132;27/11/2020;12/12/2020;1,58E+12;URBANA;LOMITAS;1;1;1;1;5;1;2;9,5;1;0;1;0;7;1;2;1;2;19;1;2;1;2;2;0;25,5;66
PROGRAMACION;133;27/11/2020;12/12/2020;1,58E+11;URBANA;CHAPINERO ;2;1;1;1;6;1;2;9,5;1;1;1;2;12;1;2;1;1;17;2;2;2;2;2;1;32;76.5
PROGRAMACION;134;23/11/2020;12/12/2020;1,58E+12;URBANA;ARENERAS;2;1;1;1;6;1;2;9,5;1;0;1;0;7;1;2;1;1;17;1;2;1;2;1;0;22;61.5
PROGRAMACION;135;23/11/2020;12/12/2020;1,58E+14;URBANA;ARENERAS;1;1;1;1;5;1;2;9,5;1;0;1;0;7;1;2;1;1;17;1;2;1;2;1;0;13;51.5
PROGRAMACION;136;27/11/2020;12/12/2020;1,58E+11;URBANA;CHAPINERO;2;1;1;1;6;1;2;9,5;1;0;1;0;7;1;2;1;1;17;1;2;1;2;1;0;22;61
PROGRAMACION;137;27/11/2020;12/12/2020;1,58E+14;URBANA;CHAPINERO BAJO;1;1;1;1;5;1;2;9,5;1;0;1;0;7;1;2;1;1;17;1;2;1;2;1;0;22;60.5
PROGRAMACION;138;30/11/2020;12/12/2020;1,58E+14;URBANA;ARRAYANES;1;2;1;1;6;1;2;9,5;1;0;1;0;7;1;2;1;1;17;1;2;2;2;2;0;27,5;67
PROGRAMACION;139;25/11/2020;13/12/2020;1,58E+11;URBANA;NO PRESENTA;2;2;2;2;10;2;1;8,5;1;0;1;0;7;1;2;1;2;19;1;2;2;2;1;0;24;68.5
PROGRAMACION;140;24/11/2020;13/12/2020;1,58E+12;URBANA;SAN ANDRESITO;1;1;1;1;5;1;2;9,5;1;0;1;0;7;1;2;1;1;17;1;2;1;2;1;0;22;60.5
PROGRAMACION;141;24/11/2020;13/12/2020;1,58E+14;URBANA;SAN ANDRESITO;1;1;1;1;5;1;2;9,5;1;0;1;2;11;1;2;1;1;17;1;2;1;2;1;0;22;64.5
PROGRAMACION;142;25/11/2020;13/12/2020;1,58E+12;URBANA;LOMITAS;1;1;1;1;5;1;2;9,5;1;0;1;0;7;1;2;1;1;8;1;2;1;2;1;0;22;51.5
PROGRAMACION;143;25/11/2020;13/12/2020;1,58E+12;URBANA;LOMITAS;1;1;1;1;5;1;2;9,5;1;0;0;1;5,5;1;2;1;1;17;1;2;1;2;2;0;25,5;62.5
PROGRAMACION;144;25/11/2020;14/12/2020;1,58E+12;URBANA;NO PRESENTA;2;1;1;1;6;2;2;12;1;0;1;1;9;1;2;1;1;17;1;1;2;2;2;0;25,5;69.5
PROGRAMACION;145;26/11/2020;14/12/2020;1,58E+14;URBANA;NO PRESENTA;2;1;1;2;8;2;2;12;1;0;1;1;9;1;2;1;2;19;1;2;1;2;2;0;25,5;73.5
PROGRAMACION;146;26/11/2020;14/12/2020;1,58E+14;URBANA;CENTRO;2;1;1;1;6;2;2;12;1;0;1;0;7;1;2;1;2;19;1;1;1;2;2;0;23,5;67.5
PROGRAMACION;147;3/12/2020;15/12/2020;1,58E+12;URBANA;NO PRESENTA;2;2;1;1;7;2;2;12;1;0;1;0;7;1;2;1;2;19;1;2;2;2;2;0;27,5;72.5
PROGRAMACION;148;3/12/2020;15/12/2020;1,58E+12;URBANA;NO PRESENTA;2;2;1;1;7;2;2;12;1;0;1;0;7;1;2;1;2;19;1;2;2;2;2;0;27,5;72.5
PROGRAMACION;149;1/12/2020;15/12/2020;NO PRESENTA;URBANA;NO PRESENTA;1;2;2;2;9;2;2;12;1;2;1;1;11;1;2;1;2;19;1;2;2;2;1;0;24;75
PROGRAMACION;150;1/12/2020;15/12/2020;NO PRESENTA;URBANA;NO PRESENTA;1;2;2;1;7;2;2;12;1;2;1;1;11;1;2;1;2;19;1;2;1;2;2;0;25,5;74.5
PROGRAMACION;151;1/12/2020;15/12/2020;NO PRESENTA;URBANA;NO PRESENTA;1;2;2;1;7;2;2;12;1;2;1;1;11;1;2;1;2;19;1;2;2;2;1;0;24;73
PROGRAMACION;152;1/12/2020;15/12/2020;NO PRESENTA;URBANA;NO PRESENTA;1;2;2;1;7;2;2;12;1;2;1;1;11;1;2;1;2;19;1;2;1;2;2;0;25,5;74.5
PROGRAMACION;153;1/12/2020;15/12/2020;NO PRESENTA;URBANA;NO PRESENTA;1;1;2;1;6;2;2;12;1;2;1;1;11;1;2;1;2;19;1;2;2;2;1;0;24;72
PROGRAMACION;154;1/12/2020;15/12/2020;1,58E+12;URBANA;NO PRESENTA;1;2;2;2;9;2;2;12;1;2;1;1;11;1;2;1;2;19;1;2;2;2;1;0;24;75
PROGRAMACION;155;1/12/2020;15/12/2020;1,58E+12;URBANA;NO PRESENTA;1;1;2;1;6;2;2;12;1;2;1;1;11;1;2;1;2;19;1;2;2;2;1;0;24;72
PROGRAMACION;156;1/12/2020;15/12/2020;1,58E+12;URBANA;NO PRESENTA;1;1;1;1;5;2;1;8,5;1;2;1;1;11;1;2;1;2;19;1;2;1;2;1;0;22;65.5
PROGRAMACION;157;1/12/2020;15/12/2020;NO PRESENTA;URBANA;NO PRESENTA;1;1;2;1;6;2;2;12;1;0;2;1;12,5;1;2;1;2;19;1;2;2;2;1;0;24;73.5
PROGRAMACION;158;2/12/2020;15/12/2020;NO PRESENTA;URBANA;NO PRESENTA;2;1;1;1;6;2;2;12;2;0;1;0;10,5;1;2;1;2;19;1;1;1;2;1;0;20;67.5
PROGRAMACION;159;2/12/2020;15/12/2020;1,58E+12;URBANA;NO PRESENTA;2;1;1;1;6;2;1;8,5;1;0;1;0;7;1;2;1;2;19;1;1;1;2;1;0;20;60.5
PROGRAMACION;160;3/12/2020;15/12/2020;1,58E+14;URBANA;NO PRESENTA;2;1;2;1;7;2;2;12;1;0;1;0;7;1;2;1;2;19;1;2;2;2;2;0;27,5;72.5
PROGRAMACION;161;3/12/2020;15/12/2020;1,58E+14;URBANA;EL CORTEZ;2;2;1;1;7;2;1;8,5;1;0;1;1;9;1;2;1;2;19;1;2;1;2;1;0;22;65.5
PROGRAMACION;162;30/11/2020;16/12/2020;1,58E+12;URBANA;ROSARIO;2;1;1;1;6;2;2;12;1;0;1;0;7;1;2;1;2;19;1;2;1;2;1;0;22;66
PROGRAMACION;163;24/08/2020;28/12/2020;1,58E+12;URBANA;LAGUITO;2;2;1;1;7;2;1;8,5;1;1;1;1;10;2;2;1;1;19,5;2;2;1;0;1;1;17,5;62,5
SEGUIMIENTO;164;29/08/2020;28/12/2020;1,58E+12;URBANA;LAGUITO;2;2;1;2;9;2;2;12;2;2;2;2;20;2;2;2;2;25;2;2;2;2;2;1;32;98
PROGRAMACION;165;18/12/2020;28/12/2020;NO PRESENTA;URBANA;CENTRO;2;1;2;1;7;1;1;6;1;0;2;0;10,5;2;2;1;2;21,5;1;2;2;2;1;0;24;69
PROGRAMACION;166;18/12/2020;28/12/2020;1,58E+12;URBANA;CENTRO;1;1;1;1;5;2;2;12;1;0;1;0;7;1;2;1;2;19;1;1;1;2;1;0;20;63
PROGRAMACION;167;16/12/2020;28/12/2020;1,58E+12;URBANA;NO PRESENTA;2;1;2;2;9;2;2;12;1;2;1;1;11;1;2;1;2;19;1;2;2;2;2;0;27,5;78,5
PROGRAMACION;168;15/12/2020;28/12/2020;NO PRESENTA;URBANA;LA VILLITA;2;1;1;1;6;1;2;9,5;1;0;2;0;10,5;1;2;1;2;19;1;1;1;2;2;0;23,5;68,5
PROGRAMACION;169;9/12/2020;28/12/2020;1,58E+12;URBANA;UNIVERSITARIO;2;1;1;2;8;2;2;12;1;1;1;0;8;1;2;1;1;17;2;2;2;2;1;1;28,5;73,5
SEGUIMIENTO;170;11/12/2020;28/12/2020;1,58E+12;URBANA;SENA;2;1;1;1;6;2;1;8,5;1;0;1;0;7;1;2;2;1;20,5;1;2;2;2;1;0;24;66
PROGRAMACION;171;9/12/2020;28/12/2020;1,58E+12;URBANA;UNIVERSITARIO;1;1;1;1;5;1;2;9,5;2;2;1;2;16,5;1;2;1;1;17;1;2;1;2;1;0;22;70
PROGRAMACION;172;4/12/2020;28/12/2020;1,58E+12;URBANA;20 DE JULIO;1;2;1;1;6;1;2;9,5;2;2;1;2;16,5;1;2;1;2;19;1;2;1;2;1;0;22;73
PROGRAMACION;173;2/12/2020;28/12/2020;1,58E+14;URBANA;EL DURAZNO;1;1;2;1;6;1;2;9,5;1;0;1;0;7;1;2;1;1;17;1;2;1;2;1;0;22;61,5
PROGRAMACION;174;1/12/2020;28/12/2020;1,58E+14;URBANA;SANTA INES;1;2;1;1;6;1;2;9,5;2;2;2;2;20;1;2;1;1;17;1;2;2;2;2;0;27,5;80
PROGRAMACION;175;28/11/2020;30/12/2020;1,58E+14;URBANA;CALLEJUELAS;1;1;1;1;5;1;2;9,5;1;0;1;0;7;1;2;1;1;8;1;2;1;0;0;0;13;42,5
PROGRAMACION;176;14/12/2020;28/12/2020;1,58E+14;URBANA;SENA;2;1;1;2;8;1;2;9,5;1;0;1;0;7;1;2;1;1;17;1;2;1;2;1;0;22;63,5
PROGRAMACION;177;11/12/2020;28/12/2020;1,58E+12;URBANA;LA CASTELLANA;1;1;1;1;5;2;2;12;2;2;1;2;16,5;1;2;1;2;19;1;2;2;2;2;0;27,5;80
PROGRAMACION;178;10/12/2020;28/12/2020;1,58E+12;URBANA;CENTRO;2;1;1;2;8;1;2;9,5;1;0;1;0;7;1;2;1;1;17;1;2;1;2;1;0;22;63,5
PROGRAMACION;179;9/12/2020;28/12/2020;1,58E+12;URBANA;CENTRO;2;2;1;1;7;2;2;12;1;0;1;0;7;1;2;1;2;19;1;1;2;2;2;0;25,5;70,5
PROGRAMACION;180;9/12/2020;28/12/2020;1,58E+12;URBANA;UPTC;2;2;1;1;7;2;2;12;1;0;1;1;9;1;2;1;2;19;1;2;2;2;2;0;27,5;74,5
PROGRAMACION;181;14/12/2020;28/12/2020;1,58E+12;URBANA;MAGDALENA;2;1;1;1;6;2;2;12;1;0;1;0;7;1;2;1;2;19;1;1;1;2;2;0;23,5;67,5
